GPA,FamilyIncome,Sleep,District,StudyTime,Grade
2.5,36072,6.1,4,54,80
2.7,72604,5.9,3,27,46
1.8,112896,5.5,7,51,81
1.7,79140,5.6,3,40,52
3.6,94748,6.9,5,34,77
2.3,87465,4.8,5,54,73
1.2,60304,6.4,5,42,61
3.5,91692,6.4,7,30,77
2.9,44293,4.9,5,47,73
3.1,64309,5.9,4,29,57
1.5,94151,5,7,37,56
3,41555,4.1,4,24,36
1.6,77855,5.9,5,35,56
1.9,73930,6.2,7,45,79
2.5,93284,7.2,5,31,67
3.9,62064,5.7,4,27,61
3,90229,5.9,5,25,56
1.4,65380,5.8,5,36,54
3.9,62040,5.3,4,33,65
3.2,78737,4.9,5,35,62
3.8,81144,5.6,6,32,72
2.8,59595,6.2,5,33,64
0.8,73021,5.3,5,18,22
2.7,87981,6,6,45,81
2.7,55832,7,5,57,98
3.4,86793,5.9,6,28,66
2.4,95457,5.6,3,34,51
2.9,78149,7.1,5,38,79
3.2,52553,6.3,3,27,51
1.8,81796,7.5,5,46,79
2.4,36865,4.9,3,50,61
1.3,104230,5,4,44,49
3.2,67164,6.2,6,37,76
3.7,87387,5.5,5,45,83
4,62341,5.7,5,35,77
3.5,75591,7.2,6,35,87
2.3,63244,6.2,4,46,72
3.9,89333,5.2,4,30,61
3.6,82273,7.3,5,40,86
2.5,101194,3.8,8,42,67
3,70760,7.4,6,24,72
2.3,88041,6,5,19,46
1.8,63753,6.2,4,32,52
3,101087,6.6,4,51,87
3.1,78679,5.8,4,23,52
2.6,89467,7.7,5,32,72
3,100986,6.4,5,45,83
1.5,59902,4,3,43,39
2.9,57418,6.2,4,28,56
2.8,83800,7.3,5,46,86
3.1,62728,5.3,4,53,76
3.3,55389,5.7,4,39,71
3.1,82686,4.4,4,48,67
2.4,87235,5.9,5,46,73
2.9,81769,5.3,4,43,67
3.6,82894,6.1,6,45,93
2.3,93614,6,4,58,83
3.9,59589,7.4,4,50,95
2.3,91068,6,6,52,83
2.9,60351,7.4,4,50,88
1.8,74747,7.6,5,20,54
3.5,90905,5.8,4,46,80
3,75082,6.3,5,48,85
2.5,89790,5.2,4,27,46
1.7,76872,5.5,6,27,51
2.7,60541,6.5,5,38,73
1.9,53439,6.6,4,32,55
1.9,78170,4,5,39,48
2.3,56135,5.9,4,36,60
2.7,46506,7.7,5,33,73
2.6,89243,4.9,6,59,86
2.1,51749,5.6,5,26,46
2.5,71521,4.9,6,37,64
2.7,73662,7.5,6,33,77
2.5,63414,5.3,6,32,61
1,85266,5.7,5,43,54
3,78570,7.1,3,41,72
3.3,56980,5.7,5,36,71
3.9,57094,5.2,5,29,65
2.2,62320,6.6,5,37,70
2.4,61194,6.6,5,31,61
2.2,61591,6.4,5,52,79
2.2,69328,5.3,4,60,78
3.4,67954,5.6,5,36,71
2.8,78749,5.6,6,39,74
3.4,85856,6.9,4,42,84
3.6,61450,5.4,6,50,92
2,66844,7.6,3,47,75
3,97512,7.1,4,34,68
2.3,40933,6.8,5,34,64
1.5,46838,6,5,41,59
3,62730,7.3,6,43,90
3.2,70557,4.8,8,37,76
1.8,77713,6.7,6,29,63
2.1,87856,5.6,4,25,41
2.4,72395,4.2,7,36,57
2.3,70603,6.2,6,42,75
3.5,90288,7.7,3,35,76
2.7,44969,8.1,4,38,77
3.7,63629,6.6,6,27,73
2.1,81391,7.5,6,38,79
2.3,37284,4.3,6,22,37
1.5,84473,5.1,5,35,46
1.8,81971,6.4,5,18,40
1.4,71535,8.1,5,43,79
4,79383,4.8,5,44,80
3,80310,6.9,4,48,87
1.7,74046,5.2,5,55,71
2.4,79642,5.2,4,50,67
2.4,58955,5.5,7,44,76
3,89075,6.1,5,34,70
3.8,72727,4.9,2,32,50
2.7,75451,5.1,4,41,61
3.3,106211,5.5,6,43,78
3.5,86337,6.4,6,53,99
3.6,88163,5.9,7,45,92
2.2,73190,5.2,5,48,69
2.4,68378,5.8,5,40,65
3.6,70081,5.5,5,30,67
1.2,78084,4.7,5,33,41
2.4,70857,5.1,4,37,54
3.5,62715,6.2,4,32,66
2.6,87228,6.1,7,31,68
1.8,93511,4.4,5,39,50
3.1,95058,4.8,6,38,72
2.3,91780,7.3,6,39,78
2.1,52981,6.9,6,31,67
3.1,63332,7.5,8,23,78
3.2,74523,6.9,5,24,63
3.1,89298,6.8,4,18,54
2.7,67140,6.3,5,35,66
3.3,86195,7.1,6,48,98
3.1,89879,6.2,5,35,74
4,73517,5.3,5,32,67
3.6,76589,6.8,4,34,75
4,84609,6.9,4,44,90
2.8,64954,4.8,4,47,65
1.9,100382,5.1,5,52,71
2.8,63889,4.8,5,42,64
3.4,78288,5.7,5,34,67
3.2,72096,6.1,4,48,78
1.1,32037,6.2,4,34,48
2.9,59773,5.3,5,41,69
3.2,103606,6.7,4,48,85
2.1,85851,5.6,5,39,60
3,92794,6.6,3,40,68
2.5,72246,6.5,5,63,99
2.7,81126,4.3,5,40,60
2.4,60368,3.6,5,41,50
2.4,70037,6,5,47,74
3.1,55787,6.7,5,48,89
0.9,71430,5.6,5,38,48
3.7,82993,4.4,5,45,73
2.8,67116,4.5,5,43,68
2.5,74126,5.2,5,45,66
3.6,78026,6.7,5,45,89
1.3,98735,4.9,3,50,51
2.3,64496,6.4,6,47,81
3.2,52394,5.5,5,33,66
1.5,65829,5.9,6,33,55
3.2,84032,5.6,7,44,86
3.6,79844,6,6,39,81
3.3,74588,5.8,5,42,75
1.7,68634,6.1,6,24,49
3.2,67598,5.2,4,28,55
2.3,74907,5.5,5,41,65
2.5,59318,7,8,35,82
3.4,89404,5.9,5,45,82
1.6,52885,5.2,6,37,55
1.2,83609,5.6,6,37,51
2.1,64648,5.4,4,26,43
3.3,65947,5.5,5,34,67
2,70190,6,5,47,72
0.7,58702,5.3,5,31,36
2.5,57590,7.8,5,35,76
1.1,57107,6,4,33,42
3.1,83766,6.6,5,32,69
3.5,58432,6.3,5,40,83
1.9,66618,4.5,6,58,75
1.3,88639,4.8,4,36,40
3.1,53366,6.6,6,55,100
3.6,96415,4.9,5,36,67
0.7,72891,6.7,5,32,47
3.5,72875,6,4,30,63
3.4,74149,6.8,3,36,73
2.4,74008,6.5,6,55,92
3.1,38595,5.8,4,37,64
1.6,65858,8.2,5,37,73
3.4,58778,5.2,2,42,58
2.9,67046,6.4,5,36,70
3.4,73903,6.5,4,36,72
1,94904,5.7,6,36,54
2.3,63661,4.6,3,37,45
3.1,80819,5.1,5,52,81
3.6,75326,4.8,4,32,59
2.3,46030,6.5,5,51,81
3.1,81301,6.1,5,29,60
2.6,45461,5.6,6,25,53
3.7,73014,6.1,5,57,99
3.1,36842,5.3,5,39,68
1.6,89702,6.3,3,60,76
3.5,39895,5.9,6,40,83
2.3,96473,3.7,5,47,55
1.3,73850,7.8,2,36,55
2.1,76625,5,6,26,46
3.3,103566,5.9,5,41,79
3.1,70746,5.2,4,28,51
3.4,75636,8.4,5,42,94
2.2,65612,6.8,5,36,65
2.7,101185,5,5,33,53
1.2,60546,6,5,44,61
2.9,54984,6.9,8,40,93
0.9,99651,7,5,57,79
1.2,59692,5,6,29,43
1.6,67381,3.7,4,57,59
2.6,66172,7.2,5,42,78
2.8,87193,5.8,6,32,65
2.6,67303,6.5,6,16,52
3.3,81253,6.2,5,48,89
1.5,89600,7.2,5,46,76
2.8,75040,5.7,6,45,79
1.8,89901,6.5,7,44,80
1.6,63131,5.5,6,41,63
2.4,83573,6.8,7,46,88
4,84727,5.6,5,46,84
1.9,80056,8.4,5,47,87
2.4,64083,5.6,5,49,72
1.2,53574,5.5,5,26,38
2.6,65240,6.6,5,36,70
4,75868,5.9,3,44,78
3.7,74244,7.2,6,41,92
2.7,61201,7.2,5,47,84
2.8,57403,7.5,6,39,86
3.6,85203,5.3,5,30,64
4,98571,5.9,4,46,86
3.9,60772,4.6,6,40,78
1.6,87745,5.1,3,48,53
1.7,42528,5.7,5,29,46
2.1,65780,6.7,4,48,75
3.2,70119,6.6,5,42,81
4,62069,7.7,5,45,100
3.2,108457,5.6,4,45,75
3.1,81444,6.8,4,49,87
3.2,77009,6.6,3,45,78
3.2,52364,6.7,4,37,73
1.5,83650,7.1,4,40,63
3,75539,5.6,5,34,66
1.1,80586,7.2,4,50,69
2.6,74229,4.5,5,47,70
2.6,77056,5,4,25,43
3.5,81390,6.9,5,40,83
2.4,63588,6.9,5,25,58
2.2,49247,6.7,5,36,65
2,111217,6.9,6,37,73
2.8,57603,5,4,38,59
1.6,76628,6.7,5,49,76
3.5,60014,6.6,6,31,75
1.9,83086,6,7,46,79
2.5,75077,5.8,6,43,77
2.5,52004,5.3,3,37,51
3.2,89249,7.1,6,46,94
2.5,62422,5.8,5,40,67
3.6,92860,6.4,6,37,85
2.6,82887,6.7,5,36,71
1,106691,6.7,5,50,70
2.5,66792,6.6,4,52,82
1.6,64527,5.7,5,21,39
2.2,81341,6.1,4,54,78
3.1,58360,7,6,43,90
3.2,70320,5.3,5,51,81
2.4,71359,8.5,5,35,82
1.7,88712,6.2,7,52,82
2.7,54644,5.7,6,45,77
2.9,73337,6.3,5,40,76
2.3,85248,4.1,7,37,59
1.7,89452,5.2,6,23,39
3.3,66164,5.5,5,27,57
0.8,67924,6.7,6,20,39
1.7,83685,6.4,6,51,79
2.6,87365,4.7,5,30,48
3.3,86422,6.8,2,45,74
3.2,84557,6.3,5,34,74
1.2,64238,4.3,6,49,55
2.7,75389,5.4,6,45,78
3.9,51814,4.9,3,52,78
3.3,102016,6.8,6,31,75
3.8,90022,4,5,44,70
2.3,65073,4.2,6,44,62
2.4,92913,6.9,6,33,72
3.3,81839,4.7,5,52,78
2.5,78375,5.5,6,53,83
2.7,68815,4.8,4,46,66
3.7,58924,7.4,5,28,78
3.6,53417,6.8,6,48,97
1.8,82473,6.2,5,35,60
4,79242,7.7,5,45,100
1,91325,5.3,6,33,50
3.1,74201,6,4,30,60
2.3,93770,6.9,5,44,80
0.2,59956,7.2,4,22,32
3.3,89053,6.5,4,34,68
3.2,68889,6.1,5,46,83
2.5,56708,6.6,4,53,84
2.1,55396,6.1,5,43,69
3.3,53170,5.3,5,30,61
1.5,73306,6.8,5,37,61
1.7,92081,6.7,5,35,63
3.4,62576,3.9,4,32,48
2.9,86534,4.8,5,44,66
0.8,59835,4.8,6,30,34
3.1,93482,3.6,5,28,42
1.5,89413,6.2,5,36,56
2.1,44753,7.4,5,24,56
2.6,85436,6.5,6,33,71
2.2,84103,7,4,25,51
3.5,69977,6.4,4,45,82
3.2,104817,7,5,49,91
3.5,76381,5.9,5,25,61
1.8,85082,5.6,6,42,67
3.9,64705,6.9,5,45,94
0.9,63753,6.2,6,36,54
3.4,63962,5.7,4,52,82
2.3,78028,5.8,5,33,56
3,65359,7,5,33,73
2,120763,6.3,3,37,55
2.2,73552,6,6,28,58
2.7,78637,4.4,6,42,68
3.6,62393,6.3,4,42,80
3.5,91514,6.4,6,32,77
1.4,109537,4.3,4,56,61
2.5,75082,7.9,4,34,68
1.6,68134,6.3,6,33,57
2.7,66204,5.2,5,41,65
3,63674,6.3,5,32,66
3,60723,6.8,5,30,65
2.4,52932,7.9,6,33,77
3.2,93930,5.7,5,30,63
2.9,101580,5.7,7,38,77
3.1,69703,5.9,5,43,79
2.9,57257,8.1,6,37,89
2.4,65992,5.2,5,44,69
2.8,72328,6.2,5,41,75
2.3,61709,5.7,4,46,67
3.6,50457,7.7,4,36,83
2.8,71057,6.4,5,38,72
3.2,66168,6.3,3,42,67
3.3,105960,5.4,6,39,77
1.9,82659,6.4,5,32,59
3.9,55422,6,6,24,68
2.2,57567,5.8,4,33,54
2.1,62502,7,4,47,79
0.9,124196,4.5,5,26,27
3.3,74331,6.2,5,55,94
3.7,77598,5.5,5,35,70
1.9,75476,6.2,3,46,61
2.5,61655,5.5,5,49,74
1.9,53092,7.1,7,31,69
2.2,75907,6.1,7,37,74
2.8,92901,4.8,6,41,68
2,95478,5.7,4,41,58
2.2,92189,5.4,5,30,48
3.9,75764,4,5,40,67
3.6,78349,4.1,5,31,57
2.9,74402,6.3,5,39,73
3.7,60338,6.7,5,33,77
3.6,73828,6.7,5,15,56
3.9,79140,7.7,4,47,97
3.4,90833,4.6,5,32,59
1.8,109102,8.2,6,33,75
2,68223,5.6,5,56,79
1.9,83343,6.1,5,42,66
3.8,52474,7.7,5,40,92
4,60869,6.7,5,45,93
1.9,70002,6.6,6,25,57
3.2,76384,4.7,6,35,65
1.8,72011,6.2,7,29,63
2.9,62333,5.4,6,36,67
1.8,53278,7.2,6,50,86
1.5,103530,7.1,4,33,54
3,87440,4.1,6,54,80
2.8,80820,6.7,5,29,63
2.2,65824,4.6,5,66,84
2.4,57604,7,6,36,72
3.6,75703,5.2,5,27,57
2.5,66131,5.8,6,25,53
2.3,50162,5.3,4,32,47
3.9,68895,5.1,4,36,68
3.2,78373,4.7,4,19,41
2.3,73308,7.5,4,33,65
3,83843,6.8,6,31,74
2.5,88676,6.2,5,36,67
3.6,87607,7.3,6,32,85
2.8,59302,5.9,4,37,62
4,68359,6.3,6,34,84
2.8,78582,4.7,5,28,51
3.3,89326,6.4,3,38,68
2.5,76877,3.8,4,37,46
2.7,76827,6.5,5,32,67
3.1,76854,6.2,7,44,90
0.6,77953,6.8,8,47,75
3.6,78008,7.5,4,48,96
3.5,76898,6.8,4,50,86
3.1,92111,5,6,46,78
1.3,88193,5.9,5,46,62
3.7,69295,4.4,4,34,57
1.3,53637,7.4,6,42,75
3.1,53197,5.7,6,37,74
2.7,84239,5.1,6,57,88
3.8,72017,5.9,4,39,75
3.8,74075,5.9,5,52,92
1.8,85234,4.7,5,42,56
2.6,84257,7.8,3,32,62
0.8,91412,5.6,4,36,43
1.9,89171,6.7,4,46,69
3,95609,6.2,6,35,76
2.8,57067,7,5,39,79
1.3,79740,4.7,5,31,35
3.2,98119,5.1,5,29,57
2.6,71040,7.8,7,32,82
3.6,73322,5.9,5,44,84
3.4,62765,5.5,6,28,63
3.3,67831,6.8,6,54,100
2.4,63152,6.4,5,38,70
3.1,73609,5,4,52,77
2,92132,5.1,6,31,51
2.4,106610,4.2,6,30,50
2.1,88505,4.4,4,35,44
1.7,80073,8.4,6,32,74
3.2,47853,6.2,3,36,65
2.8,51726,5.3,5,49,78
2.9,78765,6.1,6,42,80
1.9,45015,7.2,5,38,68
2.2,71656,4.4,5,48,65
2.8,80178,7,7,19,66
2.8,52738,5.5,7,28,64
2.5,59800,5.5,5,44,72
1.7,75775,5,4,32,39
2.3,98870,6.9,6,25,60
3.7,60851,5.9,5,40,78
3.2,68653,6,4,33,63
3.4,76955,6.3,5,31,67
1.9,71726,7.8,6,18,56
2.8,88581,6.8,4,55,89
3.7,60989,6.6,6,44,90
2.8,47980,4.3,3,45,56
1.1,83997,6.1,8,36,67
1.6,67540,6.3,3,52,64
1.9,50936,5.5,4,45,60
1.9,73034,6.7,4,47,70
3.6,81079,6.5,5,26,65
3.9,79010,5,7,29,71
3.1,72668,6.9,4,35,69
3.7,75007,6.2,5,36,80
3.2,77865,5.1,5,32,58
3.6,72251,4.9,5,39,67
3.3,93360,7.5,5,32,80
2.4,91626,5.1,5,59,83
2.6,68443,5.7,4,26,50
2.9,67991,6.7,4,24,54
2.9,95240,7.6,4,42,82
1.5,66007,6.6,5,32,54
3,66344,5.8,4,38,66
3.5,81992,4.3,5,36,62
3.2,73846,6.4,4,45,80
2.9,59340,6.4,6,41,80
2.7,58481,5.5,5,39,68
3.8,92307,7,6,31,84
2.6,88322,5.4,6,35,63
1.9,53190,6.9,5,41,70
2,122879,6.6,4,63,90
3.1,58388,7.1,4,42,78
3.7,76249,5.9,3,25,54
2.9,87725,6.1,5,47,80
2.1,62178,7.8,6,30,70
2.6,84530,5,5,44,68
3,58090,6.2,5,38,70
2.8,55616,7.3,4,43,80
3,65400,5,5,17,40
2.9,72886,7.5,4,42,82
3.8,66240,6,3,62,98
3,69514,5.1,4,33,53
3.3,80137,3.1,6,53,74
3.1,66608,6.3,6,38,82
1.8,66405,6.6,5,31,56
1.5,62542,6.5,5,31,54
2.2,51513,5.8,5,44,67
1.5,84416,4.3,4,30,32
3.8,75836,5.7,6,32,74
2.3,75102,5.5,5,55,80
2.3,67682,6.9,5,38,72
2.2,57048,6.4,4,40,64
2.5,95403,5.6,6,40,72
2.1,88350,5.9,6,38,67
2.7,87205,5.5,5,35,61
3.4,77645,6.4,5,47,88
2.5,68618,5.2,5,31,51
2.8,84554,7.1,4,37,71
1.4,59702,4.9,2,23,21
3.3,71642,6.3,5,34,69
1.9,82327,5.7,7,43,72
3.3,47987,6.2,6,46,89
3,70964,5.4,4,36,63
2.4,41921,6.2,4,48,76
1.7,54999,5.9,5,40,62
2.4,71391,4.8,4,43,57
3.1,79009,8,4,51,95
2,66471,8,7,33,80
2.3,51300,5.3,5,43,66
3.8,66723,7.3,3,26,64
1.1,91925,7.5,5,42,72
2.6,81043,4.2,5,28,44
2.6,67184,4.9,5,44,65
3.4,71962,5.4,5,34,65
3.2,63952,7.1,3,21,55
1.6,105562,5.6,4,41,54
3.8,63174,7.6,5,33,84
3.5,99348,5.7,4,32,65
4,86284,6.3,4,37,78
2.2,71471,6,4,32,53
1,76925,5,4,17,19
3.7,74861,4.7,4,23,48
2.9,61060,6.8,5,38,74
2.3,55726,5.3,6,35,58
1.9,66429,7.9,4,50,85
3,83135,5.2,6,54,85
2,56517,4.7,4,15,24
2.3,80673,5.4,7,54,87
2.7,73091,6.1,5,47,79
1,94380,5.1,6,52,66
1.7,77307,6.1,4,39,60
2.2,67415,6.5,7,35,73
2.1,101277,5.1,7,47,79
3.7,51191,6.1,4,37,75
2.3,98125,6.2,5,48,75
2.2,57843,7.5,4,43,74
2.7,79902,6,4,18,38
3.3,78055,7.4,3,41,79
3.3,66839,7.8,4,29,72
3.5,72439,6.7,5,37,80
3.5,69965,7.7,5,20,70
3.4,67267,5.7,5,30,62
3.5,60430,4.3,4,49,72
3.9,53592,3.2,4,55,73
3.9,82267,6.5,6,47,96
3.6,88381,5.1,6,34,69
1.7,84687,5.3,5,45,61
3.3,82814,6.7,6,42,89
2.6,45524,5.7,4,32,58
3,111136,7,5,38,80
2.2,79107,7.8,5,44,82
2.4,71004,4.3,6,46,65
2.4,65777,5.1,5,25,44
3.5,54788,7.5,4,29,72
3.1,85210,5.2,5,29,55
3.4,86988,5.7,5,30,66
2.9,55019,5.5,4,40,66
3.9,58468,6.8,6,17,67
3,81399,5.5,6,34,65
1.8,61618,8.9,4,44,83
3.1,75159,4.6,5,48,74
1.8,91730,6.3,4,30,51
0.2,69162,7.4,6,50,75
2.7,100875,6.3,6,34,70
1.8,75119,7,6,39,73
2.6,76353,4.3,5,31,47
3.6,66533,5.1,6,46,84
3.2,96690,5.3,5,46,78
4,88304,6,6,39,84
2.9,68803,7.3,5,43,85
3.7,80414,5.3,6,33,69
2.9,95665,5.3,4,43,66
1.8,104527,6.1,6,41,70
2.5,82379,6.9,5,35,68
1.6,83252,5.2,5,34,46
3,101118,5.6,3,36,58
2.6,74652,5.9,5,56,84
2.2,96885,4.7,4,42,56
3.8,86745,6.3,5,37,79
3.8,78892,5.5,3,40,65
1.2,108156,4.1,5,39,39
1.9,91996,6.8,4,49,71
2.6,96761,7.4,5,41,83
3.9,76647,5.1,7,47,92
2,78320,7,5,26,56
2,65525,8.2,4,34,68
3.3,55332,3.8,3,35,46
3,81247,7.2,4,49,90
2.4,93301,4.7,3,28,35
1.4,57347,4.6,5,55,62
1.9,83814,5.4,5,41,61
2.6,59372,4.9,5,34,55
2.9,50809,5.4,6,51,83
0.9,58146,5.1,5,45,50
2.4,44868,5.2,4,35,51
3,62711,4.8,4,44,64
2,78072,4.7,8,20,44
1.6,89827,5.4,5,51,70
3.7,68692,7.2,5,30,79
3.6,73104,5.4,5,36,70
2.3,73449,4.2,4,52,63
3,60611,6.5,5,32,67
1.6,81339,5,4,31,38
3.4,64558,8.2,5,41,97
3.1,58519,5.6,6,33,69
2.2,61061,7.9,5,39,78
3.2,81979,4.5,5,46,67
3,73672,4.7,7,29,62
3.7,53620,7.4,6,32,86
0.8,82908,5.9,4,42,51
0.9,66979,6.5,6,50,71
2.4,71722,5,6,55,80
2.9,79405,4.9,3,34,49
2.1,104732,5.7,4,43,61
2,107592,4.5,6,48,64
3.3,55447,6.1,4,43,75
1.9,61365,4.8,6,32,47
2.2,68985,6,5,44,71
3,76401,3.5,5,28,44
2.6,76670,4.9,4,29,45
3.1,92391,6.5,4,40,71
2.8,84864,5.7,5,41,71
2.7,69414,3.7,5,49,65
3.3,94538,5.3,4,50,77
2.2,105663,6.5,4,29,53
2.1,68901,6.4,6,53,84
2.3,69422,6,5,37,63
2.9,83326,5.3,5,49,77
2.6,100624,6.6,6,43,81
3.7,81806,4.7,5,58,87
3.3,88205,4.4,5,43,66
2.2,74256,5.4,5,46,68
3.2,105619,5.4,5,42,74
2.9,83488,5.9,5,41,74
3.8,41561,6.9,5,31,78
1.8,70025,5.4,6,54,80
2.7,60962,5.5,3,41,57
3.6,110433,6.1,5,36,75
1.8,77463,5.5,6,46,69
2.5,64861,7.7,5,35,76
3.9,66906,4.6,3,28,52
2.2,57611,5.5,7,38,67
3.1,63079,5.2,4,17,39
2.6,83799,5.2,4,44,62
2.5,65049,6.4,6,37,73
3.4,69886,6.4,5,38,76
2.5,61735,6.8,6,31,70
2.4,75861,6.8,5,53,89
2.1,59054,5.4,5,24,42
1.5,79889,6.7,5,45,69
1.7,78382,5.6,6,34,56
3.7,85155,6.7,5,34,78
1.7,100351,4.8,3,36,37
4,93314,8.5,3,26,79
3.2,81180,4.3,4,38,55
3,74135,7.8,4,42,85
3,61152,6.9,5,55,96
2.4,81017,6.3,4,44,68
2.3,92798,5.1,4,50,68
1,97068,5.9,4,51,59
2.4,39349,6.1,5,50,81
2.1,75920,5.9,5,30,52
3,83691,4.7,5,22,47
3.3,71711,6.8,5,34,77
1.7,83222,5.5,2,41,45
3,63393,4.7,5,29,51
2,83886,6.8,5,36,64
3.1,92984,5.8,4,36,65
2,67594,6.6,4,37,62
2.2,66796,4.4,5,31,47
2.4,99324,4.4,6,59,81
2.9,56194,4.9,7,33,64
2.5,63603,5.1,5,58,81
3.7,88396,6.8,4,49,92
1.6,75267,6.7,5,53,81
3.2,46706,5.1,5,40,68
3.1,72279,6.2,4,46,78
2.5,80740,6.2,4,38,65
1.3,90835,7.9,5,42,76
3.3,72570,5,5,54,81
3.2,101524,7.2,5,50,95
2.9,70190,6.8,7,38,86
1,48978,6.3,5,61,81
2.8,74518,4.5,4,42,59
3.1,55833,7.3,6,44,91
2.9,61970,6.6,5,46,86
0.9,84152,5.8,5,46,59
3.6,85927,4.9,4,34,57
2.4,89729,6.8,5,26,59
2,57368,8,6,38,81
1,61292,5.6,5,41,51
3,67701,5.9,6,50,90
3.4,74047,5.8,3,21,43
1.3,94473,6,6,51,74
1.2,59564,6.1,4,39,53
1.9,67712,5.8,4,32,51
4,81761,7.3,6,40,96
3.3,64549,3.4,5,45,63
1.5,86954,6.3,3,52,66
3.2,82734,3.9,6,56,84
2.2,67359,6.7,4,39,62
1.8,75097,8.4,5,42,83
3.5,58746,5.4,6,36,72
2.4,77374,6.6,6,47,84
3,49421,4.6,4,48,65
1.7,73708,4.5,4,28,35
1.7,96197,8.5,3,47,77
1.7,55741,5.9,5,47,67
2,79316,6.4,5,47,72
1.7,73856,7.3,5,45,77
1.9,83481,5.9,6,41,65
3.1,71656,6.4,6,26,64
2.4,84888,6.2,4,44,70
1.5,85916,6.8,5,18,44
3.1,70472,5.7,5,37,70
2.6,63363,7.3,4,49,83
3.2,105344,5.4,5,38,68
3.3,77399,5,4,53,79
3.1,78546,7.7,6,42,96
2.4,73035,7.3,5,44,80
0.9,66398,8,3,57,76
2.7,89468,5.9,4,36,60
2.8,41627,6.1,7,55,97
2.2,76316,6,6,37,66
3.6,89135,6.6,4,42,81
1.6,85449,9.3,5,44,90
1.9,49259,6.4,5,40,69
1.7,47946,6.2,4,36,54
2.3,73727,6.6,5,47,81
3.2,97087,6.6,3,50,82
2.9,85631,6.2,7,36,80
2.6,77940,4.4,6,40,60
2,82389,6.2,6,33,66
2.8,107792,6.6,4,31,63
2.4,70756,4,4,44,50
2.4,81940,5.6,6,42,73
2.2,68888,6.1,6,24,53
1.8,66309,5.2,5,28,42
2,79935,6.8,5,40,71
3.6,98038,6.9,5,43,90
2.5,92157,5.9,5,48,77
2.9,109344,5.8,5,52,84
1.2,92416,7.9,5,33,62
2.5,73817,7.1,5,32,70
2.8,87447,7.1,5,46,85
3.6,96580,5.4,6,45,85
3.2,66095,5.6,6,36,71
0.9,96083,5.1,6,45,58
2.3,77132,5.5,4,42,62
2.8,70510,7.7,6,36,85
2.2,92884,6.9,6,41,80
3.1,73668,4.6,5,41,67
1.7,60536,4.8,5,44,55
3.7,67352,5.5,5,51,87
3.8,51502,6.9,4,25,65
3.8,72508,7.3,3,52,94
1,101045,5.8,5,44,56
2.3,110051,4.9,5,41,58
2,83236,6.3,5,34,61
3.2,83464,4.6,7,42,76
2.7,64924,6.3,6,42,78
3.7,80931,4.8,5,43,75
2.7,79136,5.3,6,41,72
1.2,99550,6.1,6,32,53
2.5,80068,6.1,5,44,75
2.3,71769,4.1,7,24,46
2.5,87477,5.3,6,42,72
3.6,83644,3.8,4,37,54
1.1,44636,5.4,6,53,69
2,64682,6.2,5,27,51
2.7,71588,6,5,36,64
2.7,93078,4.9,5,10,30
1.5,67061,5.4,5,45,59
3.1,74463,6.5,6,34,75
3.1,64912,5.7,4,30,56
2.8,81802,6.7,5,33,68
2.7,58182,6.6,5,27,60
2.5,85369,4.8,4,40,55
2.5,91251,5.4,6,51,79
2.6,72338,5.3,5,35,58
2.3,68900,6,6,44,76
3.7,44498,5.9,2,56,85
3.2,72179,8.1,3,46,87
3.8,90944,6.2,5,36,76
1.3,87367,6.7,6,32,58
3.9,59240,6.2,6,34,83
2.9,87200,6,4,36,61
3.1,70152,6.1,5,59,96
2.8,78702,3.2,4,38,41
1.6,72403,5.5,6,32,52
0.4,67278,5.5,4,26,27
1.3,67705,7.4,6,51,84
2.2,93508,7.9,4,46,81
3.4,88728,4.3,4,38,60
2.3,98609,5.4,5,31,52
3.5,54050,4.5,4,30,52
2,75587,6.5,5,33,61
3.6,62660,4.8,6,25,58
1.9,81815,5.5,5,45,63
1.4,88575,6.8,7,41,74
3.4,73141,4.8,6,39,69
3.1,87343,5.8,5,53,88
3.7,111262,4.7,4,28,53
2.3,89695,7,5,36,68
1.8,70152,3.4,4,37,34
3.8,75722,6.2,5,50,92
3.3,70493,6.7,5,44,86
2.8,64158,6,6,26,61
3.7,57934,5.7,3,53,84
3.4,66911,6.8,5,45,88
3.3,83449,6.9,6,42,86
1.2,66004,5.1,6,47,59
3,67806,5.9,5,26,58
1.7,62753,4.7,6,30,42
1.7,56974,5.8,6,49,73
3.1,69203,7.8,5,49,96
3.7,79515,5.8,3,30,57
1.9,87037,6.9,5,30,60
3.6,86572,5.5,5,42,80
3.2,104703,7.5,3,28,66
3.3,81446,5.9,5,28,59
2.1,61415,6,7,29,64
3.8,101169,4.7,5,46,80
3.3,61579,5.2,6,47,82
3.6,90559,6.4,6,40,86
2.6,77574,5.6,6,34,62
1.3,68812,5.9,6,39,58
1.3,71196,6,5,38,54
3.6,78371,4.1,6,46,76
3.6,80120,6,5,30,68
3.8,65636,6.8,5,32,77
3.9,95419,7.2,5,30,79
3,54577,5.4,5,38,66
3.4,104404,5.9,5,48,84
3.8,85526,6.4,6,50,98
2.8,52563,6.3,4,43,68
2.4,70315,5.9,5,33,58
1.7,104060,5.1,5,22,37
1.7,90452,7.8,6,29,68
2.4,90620,5.5,7,36,70
2.3,78056,6.8,3,31,56
4,98808,5.9,6,31,79
